0.0	0.04609
0.57496	0.57496
1.0	1.0
1.0	1.0
0.0	0.04705
0.00752	0.00752
1.0	1.0
0.07652	0.07652
0.55556	0.55556
1.0	1.0
0.99935	0.99935
1.0	1.0
0.39478	0.39478
0.12231	0.12231
0.11306	0.11306
0.12437	0.12437
0.04704	0.04704
0.02807	0.02807
0.90107	0.90107
0.11624	0.11624
0.87442	0.87442
1.0	1.0
1.0	1.0
0.0364	0.0364
0.0	0.04739
0.48197	0.48197
0.499	0.499
0.0	0.05018
0.40217	0.40217
0.51502	0.51502
0.999	0.999
0.46357	0.46357
0.50341	0.50341
0.01559	0.01559
0.48391	0.48391
0.18966	0.18966
0.44502	0.44502
0.01677	0.01677
0.44323	0.44323
0.45882	0.45882
0.00591	0.00591
0.00553	0.00553
0.28308	0.28308
0.2831	0.2831
0.39113	0.39113
0.99716	0.99716
1.0	1.0
0.46468	0.46468
0.47188	0.47188
0.47082	0.47082
0.00577	0.00577
0.00983	0.00983
0.4599	0.4599
0.03136	0.03136
0.01344	0.01344
0.01264	0.01264
0.01279	0.01279
0.01641	0.01641
0.02254	0.02254
0.0	0.04952
0.46676	0.46676
1.0	1.0
0.46484	0.46484
0.00542	0.00542
0.47903	0.47903
0.0	0.04822
0.45624	0.45624
0.51911	0.51911
1.0	1.0
0.97177	0.97177
0.99948	0.99948
0.00594	0.00594
0.01498	0.01498
0.00618	0.00618
0.44382	0.44382
0.98461	0.98461
0.00548	0.00548
0.0087	0.0087
0.49897	0.49897
0.00643	0.00643
0.02674	0.02674
0.01312	0.01312
0.99916	0.99916
0.00881	0.00881
0.03058	0.03058
0.01448	0.01448
0.00545	0.00545
0.06434	0.06434
0.03169	0.03169
0.00623	0.00623
0.49923	0.49923
0.0082	0.0082
0.51319	0.51319
0.05638	0.05638
1.0	1.0
0.4771	0.4771
1.0	1.0
0.99762	0.99762
0.50062	0.50062
0.43042	0.43042
0.01603	0.01603
0.49187	0.49187
0.47826	0.47826
0.46253	0.46253
1.0	1.0
0.05814	0.05814
0.00065	0.04938
0.45962	0.45962
0.00586	0.00586
0.06114	0.06114
0.08601	0.08601
1.0	1.0
0.99894	0.99894
0.18847	0.18847
0.41779	0.41779
0.47006	0.47006
0.99929	0.99929
1.0	1.0
0.99555	0.99555
1.0	1.0
0.05113	0.05113
0.47046	0.47046
0.01382	0.01382
0.01579	0.01579
0.02967	0.02967
0.99944	0.99944
0.46937	0.46937
0.42617	0.42617
0.50811	0.50811
0.4669	0.4669
0.01399	0.01399
0.0062	0.0062
0.04722	0.04722
0.00548	0.00548
0.05392	0.05392
0.02101	0.02101
0.59007	0.59007
0.00735	0.00735
0.45312	0.45312
0.45573	0.45573
0.45802	0.45802
0.46599	0.46599
0.47591	0.47591
1.0	1.0
0.97268	0.97268
1.0	1.0
0.4914	0.4914
0.0	0.05
0.00955	0.00955
0.52751	0.52751
0.44477	0.44477
0.5062	0.5062
0.43886	0.43886
0.01339	0.01339
0.99914	0.99914
0.4828	0.4828
0.00511	0.00511
0.99949	0.99949
0.99934	0.99934
0.99886	0.99886
0.00539	0.00539
0.99899	0.99899
0.00763	0.00763
0.99897	0.99897
0.45814	0.45814
0.4805	0.4805
0.49362	0.49362
0.9993	0.9993
0.99869	0.99869
0.01461	0.01461
0.01111	0.01111
0.40999	0.40999
0.00578	0.00578
0.99838	0.99838
0.02961	0.02961
0.32468	0.32468
0.46419	0.46419
0.57083	0.57083
0.46029	0.46029
1.0	1.0
0.01119	0.01119
0.48397	0.48397
0.50557	0.50557
0.02639	0.02639
0.48919	0.48919
1.0	1.0
1.0	1.0
1.0	1.0
1.0	1.0
1.0	1.0
0.47753	0.47753
0.00683	0.00683
0.04019	0.04019
1.0	1.0
1.0	1.0
0.43295	0.43295
0.45518	0.45518
1.0	1.0
0.00693	0.00693
0.02441	0.02441
0.01514	0.01514
0.48344	0.48344
0.25806	0.25806
0.16129	0.16129
0.09677	0.09677
1.0	1.0
1.0	1.0
0.49729	0.49729
0.01267	0.01267
0.00633	0.00633
0.48324	0.48324
0.48331	0.48331
0.51006	0.51006
0.00605	0.00605
0.00726	0.00726
0.99916	0.99916
0.00543	0.00543
0.4713	0.4713
0.01281	0.01281
0.00671	0.00671
0.99893	0.99893
1.0	1.0
0.47735	0.47735
0.99936	0.99936
0.42562	0.42562
0.00716	0.00716
0.50262	0.50262
0.49951	0.49951
0.50175	0.50175
0.44123	0.44123
0.01626	0.01626
0.99832	0.99832
0.0	0.04654
1.0	1.0
1.0	1.0
0.99848	0.99848
0.02771	0.02771
0.05031	0.05031
0.02567	0.02567
0.05236	0.05236
0.0154	0.0154
0.01643	0.01643
0.15944	0.15944
0.46707	0.46707
0.99745	0.99745
1.0	1.0
0.03955	0.03955
0.0452	0.0452
0.45666	0.45666
0.00554	0.00554
0.0229	0.0229
0.00582	0.00582
0.46974	0.46974
0.45382	0.45382
0.47523	0.47523
0.46387	0.46387
0.99928	0.99928
0.05158	0.05158
0.05015	0.05015
0.12702	0.12702
1.0	1.0
0.03401	0.03401
1.0	1.0
0.02487	0.02487
0.04796	0.04796
0.36992	0.36992
0.99777	0.99777
0.48936	0.48936
1.0	1.0
1.0	1.0
0.04274	0.04274
0.01342	0.01342
0.00953	0.00953
0.00599	0.00599
0.01823	0.01823
0.46853	0.46853
1.0	1.0
0.47213	0.47213
0.99865	0.99865
0.56322	0.56322
0.99931	0.99931
0.43201	0.43201
0.43931	0.43931
0.99732	0.99732
0.0113	0.0113
0.45803	0.45803
0.47887	0.47887
0.47259	0.47259
0.46716	0.46716
1.0	1.0
0.46846	0.46846
0.99879	0.99879
0.50287	0.50287
0.51063	0.51063
0.0143	0.0143
0.02383	0.02383
0.01447	0.01447
0.00804	0.00804
1.0	1.0
0.71295	0.71295
0.99949	0.99949
0.00586	0.00586
0.00836	0.00836
1.0	1.0
0.4498	0.4498
0.999	0.999
0.00962	0.00962
0.50451	0.50451
0.99924	0.99924
0.9982	0.9982
1.0	1.0
0.00853	0.00853
0.00718	0.00718
0.99947	0.99947
0.99943	0.99943
0.99814	0.99814
0.9957	0.9957
0.00586	0.00586
0.00504	0.00504
0.34459	0.34459
0.34804	0.34804
0.25439	0.25439
0.54783	0.54783
0.32805	0.32805
0.31844	0.31844
0.31271	0.31271
0.23433	0.23433
0.219	0.219
0.37613	0.37613
0.44101	0.44101
0.21618	0.21618
0.20658	0.20658
0.27983	0.27983
0.24118	0.24118
0.04682	0.04682
0.17875	0.17875
0.27559	0.27559
0.16058	0.16058
0.15385	0.15385
0.14351	0.14351
0.4267	0.4267
0.54996	0.54996
0.40214	0.40214
0.02041	0.02041
0.17241	0.17241
0.23929	0.23929
1.0	1.0
0.99891	0.99891
0.44577	0.44577
0.39617	0.39617
0.39874	0.39874
0.18359	0.18359
0.15039	0.15039
1.0	1.0
1.0	1.0
0.41565	0.41565
1.0	1.0
0.05255	0.05255
0.00799	0.00799
0.99845	0.99845
1.0	1.0
0.99908	0.99908
1.0	1.0
0.00582	0.00582
0.02298	0.02298
0.01199	0.01199
0.00602	0.00602
0.50613	0.50613
0.49532	0.49532
0.01442	0.01442
0.00779	0.00779
0.46542	0.46542
0.47053	0.47053
0.46332	0.46332
0.01341	0.01341
0.44416	0.44416
0.16544	0.16544
0.20221	0.20221
0.05882	0.05882
0.50231	0.50231
0.46853	0.46853
0.21678	0.21678
0.0123	0.0123
0.01089	0.01089
0.01473	0.01473
1.0	1.0
1.0	1.0
0.99953	0.99953
0.00966	0.00966
0.00684	0.00684
0.48279	0.48279
0.00629	0.00629
0.99776	0.99776
